county,date,year,Verified Occurances Clean,suicide_flag,suicide_text,suicideAttempt_flag,suicideAttempt_text,homicide_flag,homicideAttempt_flag,escape_flag,escapeAttempt_flag,fire_flag,seriousInj_flag,batt_flag,riot_flag,sexOffense_flag,assaultStaff_flag,assaultDet_flag,fight_flag,restraintsStrict_flag,OCSprayStrict_flag,other_flag,other_text,other_pepperball,other_forcedMed,other_hospital,other_taser,other_prea,sexOffense_OR_prea,other_chair_rough,other_restraint_OR_chair
Lake County,1/11/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
St. Clair County,1/2/21,2021,Restraints Used; Other (specify): Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Lake County,1/8/20,2020,Other (specify): Dis. Conduct; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dis. Conduct,,,,,,,,
Lake County,1/26/21,2021,OC Spray Used; Other (specify): Dis. Conduct,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dis. Conduct,,,,,,,,
Lake County,1/14/21,2021,Other (specify): Resisted,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Resisted,,,,,,,,
Madison County,1/5/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Madison County,1/23/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Tazewell County,1/18/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,1/16/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Madison County,1/5/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Macon County,1/23/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Sangamon County,1/1/21,2021,Fighting among Detainees; Other (specify): hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,hospital,,,hosp,,,,,
Jefferson County,1/6/21,2021,Restraints Used; Other (specify): 207,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,207,,,,,,,,1
Peoria County,1/24/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
McHenry County,1/17/21,2021,Other (specify): Inmate Fight,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inmate Fight,,,,,,,,
Will County,1/28/21,2021,Suicide Attempt (method) tied sheet around neck; Other (specify):,0,,1,tied sheet around neck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Winnebago County Jail,1/25/21,2021,Suicide attempt (method): By suffocation; Other (specify): WRAP,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WRAP,,,,,,,,
Will County,1/9/21,2021,Other (specify): Medical Emergency,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medical Emergency,,,,,,,,
Vermilion County,1/31/21,2021,Taser used; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Coles County,1/2/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,1/11/21,2021,Other (specify): Disorderly C,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disorderly C,,,,,,,,
Lake County,1/26/21,2021,Other (specify): Self-Harm,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Self-Harm,,,,,,,,
Madison County,1/5/21,2021,Other (specify): Use Force,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Use Force,,,,,,,,
Kane County,1/26/21,2021,Other (specify): Suicide Watc,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicide Watc,,,,,,,,
Lake County,1/24/21,2021,Other (specify): Dis. Conduct,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dis. Conduct,,,,,,,,
McLean County,1/21/21,2021,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
St. Clair County,1/28/21,2021,Restraints Used; Other (specify): Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Sangamon County,1/7/21,2021,Other (specify): Contraband; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Contraband,,,,,,,,1
Tazewell County,1/25/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Fayette County,1/25/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
St. Clair County,1/16/21,2021,Restraints Used; Other (specify): Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Lake County,1/10/21,2021,Other (specify): Suicidal Thr,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicidal Thr,,,,,,,,
Kane County,1/16/21,2021,Restraints Used; Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,1
Rock Island County,1/2/21,2021,Other (specify): Shield,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shield,,,,,,,,
Lake County,1/25/21,2021,Other (specify): Allergic,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Allergic,,,,,,,,
Lake County,1/19/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
McHenry County,1/2/21,2021,Other (specify): medical,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,medical,,,,,,,,
Whiteside County,1/5/21,2021,Other (specify): Hunger strike,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hunger strike,,,,,,,,
Clinton County,1/21/21,2021,Other (specify): state he wanted to be restrained for his own good,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,state he wanted to be restrained for his own good,,,,,,,,
Winnebago County Jail,1/10/21,2021,Fighting among Detainees; OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,
St. Clair County,1/16/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
St. Clair County,1/7/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Macon County,1/25/21,2021,Other (specify): TASER,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TASER,,,,ECD,,,,
Stephenson County,1/3/21,2021,Other (specify): ERC,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ERC,,,,,,,chair,1
Lake County,1/14/21,2021,Suicide Attempt (method) Threats,0,,1,Threats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,1/16/21,2021,Other (specify): Taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Taser,,,,ECD,,,,
Macoupin County,1/3/21,2021,Other (specify): crim damage; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,crim damage,,,,,,,,1
DuPage County,1/30/21,2021,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Lake County,1/12/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
St. Clair County,1/13/21,2021,Restraints Used; Other (specify): Cuffs,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Cuffs,,,,,,,,1
Lake County,1/25/21,2021,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
St. Clair County,1/29/21,2021,Suicide Attempt (method) String tied around neck,0,,1,String tied around neck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,1/11/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Madison County,1/6/21,2021,Fighting among Detainees; Restraints Used; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,1
Will County,1/24/21,2021,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Sangamon County,1/27/21,2021,Fighting among Detainees; Other (specify): taser displa,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,taser displa,,,,ECD,,,,
Madison County,1/2/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Sangamon County,1/28/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Sangamon County,1/25/21,2021,Other (specify): Taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Taser,,,,ECD,,,,
St. Clair County,1/19/21,2021,Restraints Used; Other (specify): Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
St. Clair County,1/21/21,2021,Other (specify): Quiet Room,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quiet Room,,,,,,,,
Madison County,1/23/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Peoria County,2/16/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Peoria County,2/5/22,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,2/17/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Kane County,2/21/22,2022,Restraints Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,1
Kane County,2/21/22,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,2/26/22,2022,Other (specify): Rest-Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest-Chair,,,,,,,chair,1
Kane County,2/23/22,2022,Restraints Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,1
Rock Island County,2/21/22,2022,Suicide Attempt (method) Cutting,0,,1,Cutting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,2/9/22,2022,Other (specify): drive stun,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,drive stun,,,,ECD,,,,
Peoria County,2/15/22,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Kane County,2/14/22,2022,Other (specify): Restrained; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Restrained,,,,,,,,1
Peoria County,2/16/22,2022,Other (specify): Suicide stat,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicide stat,,,,,,,,
Kane County,2/9/22,2022,Restraints Used; Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,1
Peoria County,2/18/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Rock Island County,2/9/22,2022,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Peoria County,2/24/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Peoria County,2/16/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Peoria County,2/26/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Peoria County,2/12/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Peoria County,2/16/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Peoria County,2/14/21,2021,Other (specify): Suicidal,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicidal,,,,,,,,
Kane County,2/18/22,2022,Other (specify): Charges Filed,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Charges Filed,,,,,,,,
Peoria County,2/16/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Peoria County,2/21/22,2022,Other (specify): Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Peoria County,2/26/22,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,2/16/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Kane County,2/27/22,2022,OC Spray Used; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,1
Peoria County,2/15/22,2022,Other (specify): suicidewatch,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Peoria County,2/19/22,2022,Other (specify): Drive Stun,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Drive Stun,,,,ECD,,,,
Peoria County,2/13/22,2022,Suicide Attempt (method) suicidal statements,0,,1,suicidal statements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,2/5/22,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,2/17/22,2022,Other (specify): Suicide Watc,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicide Watc,,,,,,,,
Sangamon County,3/14/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Sangamon County,3/9/21,2021,Suicide Attempt (method) herione,0,,1,herione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,3/9/21,2021,Other (specify): Charge Filed,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Charge Filed,,,,,,,,
Cook County,3/4/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Pulaski County,3/1/21,2021,Suicide Attempt (method) Drank HDQ cleaning produc,0,,1,Drank HDQ cleaning produc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,3/8/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,3/1/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Clinton County,3/20/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Clinton County,3/2/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Clinton County,3/2/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Clinton County,3/1/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Tazewell County,3/20/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,3/5/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
DuPage County,3/27/21,2021,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,3/29/21,2021,OC Spray Used; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,1
Cook County,3/5/21,2021,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Madison County,3/30/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Madison County,3/29/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Madison County,3/23/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Peoria County,3/20/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
St. Clair County,3/12/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Madison County,3/28/21,2021,Escape Attempt,0,,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Macon County,3/16/21,2021,Restraints Used; Other (specify): TAZER,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TAZER,,,,ECD,,,,1
Cook County,3/4/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Winnebago County Jail,3/24/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
DeKalb County,3/15/21,2021,Other (specify): Damage Prop; Riot or Rebellion,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Damage Prop,,,,,,,,
Lake County,3/27/21,2021,Suicide Attempt (method) Banging Head on Door,0,,1,Banging Head on Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,3/23/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Peoria County,3/31/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,3/19/21,2021,Other (specify): Dis. Conduct,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dis. Conduct,,,,,,,,
Cook County,3/23/21,2021,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Lake County,3/13/21,2021,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,3/14/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,3/7/21,2021,Suicide Attempt (method) Sick Person,0,,1,Sick Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,3/29/21,2021,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,3/5/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,3/3/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,1/27/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,3/10/21,2021,Other (specify): Disorderly; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Disorderly,,,,,,,,
Lake County,3/9/21,2021,OC Spray Used; Other (specify): Disorderly,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Disorderly,,,,,,,,
Lake County,3/20/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,3/11/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Sangamon County,3/9/21,2021,Other (specify): taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,taser,,,,ECD,,,,
McHenry County,3/28/21,2021,Other (specify): EMS,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EMS,,,,,,,,
Lake County,3/30/21,2021,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,3/12/20,2020,OC Spray Used; Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
Kane County,3/4/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,3/26/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,3/9/21,2021,Suicide Attempt (method) Self Harm,0,,1,Self Harm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,3/4/21,2021,Other (specify): drive stun; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,drive stun,,,,ECD,,,,1
Madison County,3/17/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,3/3/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,3/3/21,2021,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Williamson County,3/2/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Morgan County,11/04/2019,2019,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,12/16/2024,2024,Other (specify): STATEMENTS,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STATEMENTS,,,,,,,,
Peoria County,08/26/2021,2021,Other (specify): drive stun; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,drive stun,,,,ECD,,,,1
Madison County,08/09/2022,2022,Other (specify): Mob Action; Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Mob Action,,,,,,,,
Sangamon County,08/01/2021,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,4/12/22,2022,Suicide Attempt (method) Banging head cell window,0,,1,Banging head cell window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,1/1/24,2024,Other (specify): Contraband,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Contraband,,,,,,,,
McHenry County,11/21/23,2023,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,9/28/23,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In-custody Death,,,,,,,,
Lake County,2/17/23,2023,Other (specify): Sick Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Sangamon County,4/9/19,2019,Other (specify): Strip search,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Strip search,,,,,,,,
Sangamon County,4/9/19,2019,Escape; Other (specify): ATTEMPT,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ATTEMPT,,,,,,,,
Stephenson County,11/11/2019,2019,Other (specify):,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Rock Island County,11/07/2019,2019,Other (specify): See summary,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,See summary,,,,,,,,
LaSalle County,06/07/2020,2020,"Other (specify): Small plastic bag of cocaine, heroin in stomach",0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Small plastic bag of cocaine, heroin in stomach",,,,,,,,
Jefferson County,07/14/2020,2020,"Other (specify): Banging head off of wall, restraint chair was used",0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Banging head off of wall, restraint chair was used",,,,,,,chair,1
Lake County,07/18/2020,2020,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Adams County,07/14/2020,2020,Other (specify): Flooding of Pod,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Flooding of Pod,,,,,,,,
Livingston County,12/11/2024,2024,Suicide Attempt (method) Hanging,0,,1,Hanging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,12/05/2025,2025,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Logan County,12/14/2024,2024,Suicide Attempt (method) hanging,0,,1,hanging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Logan County,12/14/2024,2024,Suicide Attempt (method) wrapped neck in restraint,0,,1,wrapped neck in restraint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,12/19/2024,2024,Other (specify): New charge,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,New charge,,,,,,,,
Madison County,12/21/2024,2024,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Madison County,12/24/2024,2024,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,09/07/2024,2024,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Kane County,08/01/2024,2024,Suicide (method) Jumping of top tier,1,Jumping of top tier,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,08/04/2024,2024,OC Spray Used; Suicide (method) Sprayed with O.C.,1,Sprayed with O.C.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,11/30/2024,2024,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Clinton County,07/02/2019,2019,Suicide Attempt (method) ate batteries from,0,,1,ate batteries from,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
St. Clair County,11/07/2020,2020,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Tazewell County,11/19/2020,2020,Other (specify): Use of Contr; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Use of Contr,,,,,,,,1
Lake County,11/12/2020,2020,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
